organization_id,name,location,latitude,longitude,industry_id,description,siret
13035,DISTRI3 CITY,,,,5,"DISTRI3 CITY, SARL unipersonnelle au capital de 6 000€, a débuté son activité en juillet 2012.
DISTRI3 CITY évolue sur le secteur d'activité : Commerce de détail, à l'exception des automobiles et des motocycles
",75295184800015
13036,kevin.roulleau@happn.com,,,,16,"happn, c’est la nouvelle application qui cartonne en ce moment.

RETROUVEZ QUI VOUS CROISEZ

Fondée en janvier 2014, happn est la première application de rencontre 100% mobile, géolocalisée et en temps réel qui permet de retrouver les personnes croisées dans la vraie vie.

happn, c’est une équipe de 80 personnes et une croissance qui donne le vertige. Lancé dans les plus grandes villes du monde : Paris, Londres, New-York, Miami, Hong-Kong, Sao Paulo, Rio, Istanbul, Moscou…, happn compte aujourd’hui plus de 40 millions de membres.

Vous avez envie de rejoindre une équipe jeune et dynamique dans une ambiance sympa ? Envie de travailler dans une startup à fort potentiel ? Qu’attendons-nous pour nous croiser ? ",
13040,ALPHEA CONSEIL,,,,9,"Alphéa Conseil, cabinet de recrutement spécialisé dans le recrutement de personnel dans le secteur Agroalimentaire recrute pour l'artisan laitier du périgord, la laiterie Pechalou un nouveau collaborateur H/F.

Notre client la Laiterie Pechalou est spécialisée dans la fabrication et la commercialisation de yaourts et desserts artisanaux depuis 1988 en plein milieu du périgord noir. En 2014, la laiterie est rachetée par Thomas BREUZET qui redonne un vrai dynamisme permettant de développer l'activité ainsi que les effectifs de 40%. Fier de ses racines, la laiterie Pechalou cultive l'ancrage régional en favorisant les filiaires courtes d'approvisionnement: 100% de leur lait provient de fermes à moins de 40 kms de la laiterie.

Récemment, Thomas BREUZET vient de racheter la laiterie BASKALIA fabricant de yaourts au lait de brebis du pays basque.

C'est dans ce cadre que ces 2 marques crée un poste de Chef de secteur GMS sur la Région Rhones Alpes.",
13043,Hiram Finance,,,,9,"Hiram Finance recrute pour son équipe Développement, un(e)  Stagiaire Stratégie Commerciale, à partir de janvier ou février 2018.

Hiram Finance (www.hiram-finance.com) est une société de conseil spécialisée dans les métiers de la finance de marché avec des savoir-faire marqués en gestion des risques, en organisation, en stratégie et en gestion opérations pour les institutions financières (banques, gestionnaires d’actifs, assurances) et les grandes entreprises.
",
13044,Assessfirst,,,,9,"AssessFirst est une application qui permet aux recruteurs d’identifier parmi tous les candidats potentiels pour un job, ceux qui auront le meilleur potentiel de réussite et d’épanouissement dans le poste mais aussi la meilleure affinité avec leur futur manager. Ceci sans tenir compte du CV, de l’expérience et des compétences techniques.
Leader du recrutement prédictif, notre solution permet à plus de 10000 recruteurs dans 30 pays de sélectionner des collaborateurs incroyablement performants et engagés. Aujourd’hui nos clients évaluent des centaines de milliers de personnes chaque année en 12 langues différentes !

En savoir plus sur nous >> http://www.assessfirst.com/fr/",
13045,Job2day,,,,16,"« Aider les personnes à être à l’endroit où elles pourront avoir le maximum d’impact. », c’est notre mission.

Pour cela, nous développons des solutions digitales pour les professionnels RH, pour les aider à recruter les meilleurs candidats, le plus vite possible.",
13048,Job Avenir,,,,15,"Job Avenir est une agence de travail temporaire basée sur Sainte Marie aux Chênes recrutant majoritairement des profils dans le domaine de l'agroalimentaire, de la logistique, de la maintenance, et de la télécommunication.",
13049,LeadGuru.io,,,,19,"LeadGuru.io is a startup company based in Paris. Its goal is to free B2B companies from sales prospecting. The solution we developed is the first on-demand Sales Development Representatives network (composed of what we call GURUs). These GURUs handle B2B sales prospecting for our customers. They set up and manage personalised sales campaigns and act as an extension of the customer's in-house sales team. 
A few facts about LeadGuru: 
- Semi-Finalist of the Collision Tech conference PITCH competition
- Station F Resident
- HEC Paris Incubator Member
- Clients in 7 countries 

Join us to be part of a growing company. All internships can become full-time jobs :) ",
13050,ACELYS SERVICES NUMERIQUES,,,,16,"Acelys Services Numériques est une ESN basée à Montpellier. Nous sommes une PME innovante, dynamique et à taille humaine.

Nous intervenons aussi bien chez nos clients en mission qu'au forfait à l'agence, sur tous types de projets, de la startup au grand compte, du site web à l'appli mobile en passant par la GED, les portails ou le Décisionnel. Ici, nous aimons le travail bien fait, la bonne ambiance et les projets ambitieux.

Notre développement nous conforte, avec des objectifs de croissance qui se poursuivent à un rythme de +20% par an, dans la position d’un middle Player régional des services ayant capacité à se positionner sur des projets et affaires d’envergure.

Vous avez envie d’être moteur dans le développement d’une structure à la fois ambitieuse et humaine ? Alors rejoignez-nous ! Plus d'info sur notre site internet : www.acelys.fr ! ",
13051,Engel & Völkers,,,,14,"Depuis 40 ans, Engel & Völkers met en relation des vendeurs et acheteurs de biens immobiliers de qualité. Forts de plus de 700 agences situées dans 33 pays sur 4 continents, nous sommes l’un des leaders du marché de l’immobilier de prestige.

Notre spécialité: Répondre aux besoins des clients les plus exigeants.

  Avec son système d’octroi de licences et de ses 8.500 agents commerciaux en immobilier dans 33 pays, Engel & Völkers est la seule entreprise allemande parmi les 100 plus grandes entreprises de franchise dans le monde.

Déjà présents présents à Paris, Le Touquet, Cannes et Saint-Jean Cap Ferrat, nous nous efforçons en permanence d’élargir notre réseau. La France est notre priorité !

Compétence, Engagement et Exclusivité sont nos principes directeurs. C’est là notre garantie de pouvoir répondre à vos attentes. Nous espérons pouvoir vous accueillir très prochainement dans l’une de nos agences immobilières pour vous faire profiter de nos services.",80880195500010
13052,SoBus,,,,17,"SoBus is a disruptive customer-centric startup that is building the most efficient searching and purchasing platform for inter-city bus tickets in Europe and beyond. It is our mission to revolutionize the way tickets are sold online while developing cutting-edge technologies to provide the best user experience.
As we are at the beginning of our great journey, we continuously seek qualified candidates who share our vision and commitment to developing superior technological solutions. ",
13056,Sortlist,,,,9,Sortlist.fr c'est une plateforme en ligne qui réinvente la recherche d'agence de marketing et communication,
13061,c2s,,,,16,"C2S : Une success story dans le digital !

Entreprise de Services du Numérique depuis plus de 25 ans, C2S valorise et accompagne ses partenaires/ clients dans la réussite de leurs évolutions et transformations digitales, en garantissant expertise fonctionnelle et technique, et efficacité opérationnelle. 

Filiale du groupe Bouygues, notre état d’esprit associe l’agilité et la volonté d’innover d’une PME d’environ 150 collaborateurs aux valeurs d’un grand groupe.
",
13064,decision RH,,,,20,"Décision RH est un cabinet de conseil en Ressources Humaines spécialisé dans le recrutement de cadres dirigeants, managers et experts.",
13067,Chef de projet digital,,,,14,"Nextdoor est un réseau d’espaces de coworking et Nextdoor, c’est aussi (et surtout !) une communauté entreprenante et bienveillante. Nextdoor accueille ainsi les entreprises, grands groupes comme startups et freelance au sein de ses espaces intelligents et collaboratifs 24/7 avec abonnement ultra flexible et services compris. ",
13071,ACG Management,,,,6,"Créée en 2000, ACG Management est l’un des premiers gestionnaires français de fonds de capital investissement pour compte de tiers, ayant développé une approche multirégionale dédiée aux PME non cotées. ACG Management, c’est : 
-	840 M€ de fonds levés, gérés ou conseillés en capital investissement depuis sa création,
-	40 fonds sous gestion,
-	347 entreprises financées,
-	Un total de 40 professionnels expérimentés.",
13072,Corpito,,,,19,"Topito est la marque media de divertissement leader en France. 4 millions de fans et abonnés, 10 millions de visiteurs uniques par mois, 100 millions de vidéos vues par mois, et des centaines de marques qui nous font confiance pour des campagnes de Brand Content. C'est pas mal, mais on peut faire mieux. Et pour ça, nous avons besoin d'élargir l'équipe de serial-killers du top (et nous laisser un peu de temps pour aller promener nos chiens).",
13073,POK SAS,,,,15,"POK est le premier fabricant de matériel de lutte contre l’incendie en France, et nous exportons 50% de notre production. Les incendies en France sont éteints grâce à notre matériel et nous avons donc une grande responsabilité de livrer brigades et autres industries à temps, avec une qualité irréprochable.
Notre force est la réactivité de nos équipes et notre stratégie commune. ",
13077,EULER HERMES,,,,6,"Le groupe Euler Hermes est le leader mondial des solutions d’assurance des échanges commerciaux interentreprises. 

L’expertise Euler Hermes, nous a permis, à mesure des années, de devenir le leader mondial des solutions d’assurance. Membre du Groupe Allianz, nous aidons les entreprises à développer leurs activités à travers le monde tout en sécurisant leurs créances commerciales.

L'assurance-crédit regroupe 3 activités majeures :
·         assurance moyen terme
·         recouvrement des créances commerciales
·         indemnisation des créances partiellement ou non recouvrées.

Euler Hermes propose également des solutions de cautions et garanties. 

Nous sommes aujourd’hui à un tournant de notre histoire grâce aux nouveaux métiers du Digital. L’équipe « Accélération digitale », récemment créée, a pour rôle de concevoir et piloter la stratégie de transformation digitale aux cotés des membres du Comité Exécutif d’Euler Hermes France.

Notre ambition : faire évoluer notre business model en adaptant nos offres et services, améliorer l’expérience client tout comme l’expérience collaborateur.

Dans cette dynamique, nous avons lancé la création d’un Data Lab qui a pour but de driver la stratégie Data du Groupe et de la France. L’objectif est de lancer des initiatives innovantes sur le Big Data et le Machine Learning. Notre priorité est de trouver des moyens de proposer des contributions quantitatives axées sur la Data avec des résultats exploitables pour sous-tendre nos décisions stratégiques.

Nos valeurs : esprit entrepreneurial,  innovation, expertise et simplicité !

Nous offrons à nos collaborateurs des opportunités de mobilités géographiques et fonctionnelles. Un processus d’accompagnement garantit la réussite de ces évolutions de carrière. Il n’y a pas de barrières chez Euler Hermes France mais des opportunités ! Nous souhaitons que les projets professionnels de nos collaborateurs s’inscrivent dans les projets d’EH France, c’est pourquoi nous leur donnons la possibilité de changer de métier au cours de leur carrière professionnelle.

Nous rejoindre, c'est bénéficier des méthodes de travail, des projets et de l'assise financière d'un groupe international mais aussi de la convivialité d'une entreprise à taille humaine.",
13080,JobTeaser,,,,20,"Launched in 2008, JobTeaser is helping young talents find their dream job in Europe.",
13081,Loisirs Encheres,,,,10,"Loisirs Enchères a été créé en 2014. C'est LE site de e-commerce et l’application mobile qui bouleversent l’univers des loisirs et des vacances. 
Tout commence à 1€, l’enchère revient au plus offrant : hébergement, bien-être, culture, gastronomie, voyages, sport etc ..",
13083,DGFiP - SSI - Bureau SI1G,,,,16,"Service des Systèmes d'Information de la Direction Générale des Finances Publiques.
",
13089,F&Co,,,,20,Cabinet de conseil et recrutement basé à Toulouse et spécialisé dans la création de la franchise et le développement de TPE/PME en réseaux.,
13090,TALENIA,,,,16,Talenia est une start-up spécialisée dans le digital et le big data,
13091,EOTIM,,,,20,"Depuis 2001, Eotim est le cabinet conseil leader dans le domaine du Recrutement Technologique et du développement de la Marque Employeur !

Nous accompagnons nos partenaires et clients dans leur croissance humaine avec une approche 100% sur-mesure. En parallèle et avec notre équipe communication/marketing RH nous innovons depuis 3 ans en proposant des solutions de Marque Employeur pragmatiques. Nous révolutionnons ainsi l'approche de nos clients (souvent technologiques) dans la fidélisation de leurs salariés et le développement de leur attractivité auprès des meilleurs candidats !

Présents en France sur Paris et Caen, nous soutenons également la forte croissance de notre nouveau bureau portugais sur Lisbonne et gardons des partenariats aux US, Royaume-Uni, et l'Australie pour accompagner nos clients à l'international. Esprit familial, équipe soudée, nous attachons beaucoup d'importance à l'investissement humain, l'humilité et à un suivi personnalisé et de qualité sur chacune de nos missions.",
13092,Allium Consulting,,,,20,Cabinet conseil en ressources humaines,
13095,KHALSOMM Digital SAS,,,,17,Jeune entreprise implantée dans le sud-ouest de la France. Spécialisé dans la transformation digital des entreprises implantées en milieu rurale. ,
13097,Mixvibes,,,,16,"Pionnier du software DJ à ses débuts, Mixvibes est également devenu un acteur reconnu sur le marché des applications mobiles. Forts d'une expertise multiplateforme, notre but est d'offrir une expérience s'adaptant à tous les profils, du DJ professionnel au débutant. Rejoindre notre équipe vous plongera dans un environnement stimulant, où l'autonomie et la montée en compétences sont encouragées.",
13098,CONCILIAN,,,,6,"Filiale du Groupe Société Générale, Concilian est une société spécialisée dans le recouvrement de créances. En véritables experts sur toute la chaine de recouvrement, nous travaillons en relation avec des apporteurs d’affaires reconnus sur le marché. Société jeune et pleine d’ambition, Concilian emploie aujourd’hui près de 200 collaborateurs.

Nous rejoindre, c’est aussi bénéficier d’un accompagnement individualisé renforçant vos compétences, tout en évoluant dans un milieu bienveillant, au sein d’équipes soudées et dynamiques.",
13100,Proteogenix,,,,21,"Proteogenix is a fast growing biotech with a 20% to 50% growth per year. We serve more than 1000 clients per year including the biggest industrials in the field of pharmaceutics, food, cropscience… We are a one stop solution from gene to therapeutics, diagnostics, food natural ingredients, cosmetics, new energies…. We are a young and dynamic team where challenges are our biggest motivation, team work is essential and initiatives rewarded.

We are looking for outstanding staff members with strong belief that dynamic SMEs like Proteogenix have a high contribution in developing science and innovative solution to improve quality of life on earth .",
13102,ANC-Consulting,,,,15,ANC-Consulting est une société d’ingénierie spécialisée dans le BTP. Nous nous entourons de consultants ingénieur travaux ou bureaux d’etude pour intégrer des projets. ,
13103,INNOHEALTH LIMITED,,,,21,"InnoHealth est une start-up spécialisée dans le domaine de l’e-santé. Elle a été créée grâce à
l'incubateur du cabinet de conseil en stratégie 3H PARTNERS. Au sein d'un nouvel espace de coinnovantes
à destination des établissements de santé. Déjà partenaire de nombreux établissements
dans toute la France, InnoHealth poursuit son objectif de soutenir un maximum d’hôpitaux dans leur
recherche de performance et de simplification de l'organisation des soins.",
13104,Nolaroads,,,,19,"Nolaroads, est une agence de communication qui allie créativité & performances. On aime quand c’est bien, c’est beau… et que ça marche !",
13105,CITAWORKS,,,,19,"CitaWorks (labellisée Innovact) est une startup fondée en juin 2017, spécialisée dans le développement de solutions digitales à forte valeur ajoutée, ayant vocation à dynamiser économiquement un secteur d’activité donné.

Expovibe est la première application mobile mise sur le marché par CitaWorks. Elle a vocation à dynamiser les Foires & Salons, en permettant aux acteurs du secteur d’optimiser leurs investissements.",
13108,CC-Consulting,,,,15,"CC-Consulting, société experte en automatismes avancées, en application motion, robotique et en informatique industrielle (Scada et MES) est à la recherche de sa/ son futur(e) responsable de projets en automatisme (H/F).
 
Nos marchés sont dans le domaine manufacturier (Packaging, …).
Nos clients sont des grands comptes (Arcelor, Sanofi, Nexter, Siemens, …) et des OEM.
Nous sommes une petite structure, à taille humaine mais en plein développement, formée d’une équipe jeune et dynamique.",
13113,association CREE TON AVENIR ,,,,12,"L’association Crée ton avenir !!! – Ile de France est une association loi 1901, dont l’engagement est d’accompagner les jeunes (10-25 ans) dans la construction de leur parcours d’orientation professionnelle en faisant le lien entre leurs compétences, ce qu’ils font à l’école et ce qu’ils feront demain dans le monde professionnel à travers la découverte des secteurs, des entreprises et des métiers.",
13117,HumanEase,,,,4,Dafinity est un cabinet d’expertise comptable et DAF externe pour les startups.,
13119,Adways,,,,19,"Au cœur de l’innovation, rejoignez une startup primée et prometteuse de 20 personnes et aidez-nous à la transformer en une entreprise d’envergure mondiale. C’est une plongée au cœur d’une pépite de l’entrepreneuriat français que nous vous offrons. Nous souhaitons partager notre aventure et ambition avec des talents désireux de mettre à profit leur expertise et enthousiasme ! 

Entreprise :
Fondée il y 7 ans, Adways développe des solutions logicielles en mode SaaS dans le domaine de la vidéo interactive. Elles trouvent leurs applications dans le digital marketing, le e-learning et les formats publicitaires innovants, aussi bien sur mobile que sur desktop !
",
13124,s com system,,,,10,"S Com System est une start-up de création numérique menée par une équipe innovatrice et sur-motivée pour vous apporter des solutions à vos problèmes informatiques.
",
13126,MGI Digital Technology,,,,15,"MGI Digital Technology est un constructeur français de presses numériques multi-substrats et de solutions de finition pour le papier & plastique.
 
MGI a été créée en 1982 et est cotée sur le marché boursier NYSE Alternext Paris (code boursier AMLDG).
 
MGI est le seul constructeur français sur le marché mondial de l'impression professionnelle estimé à 20 milliards de dollars en croissance de plus de 15% par an. A ce titre, MGI réalise près de 70% de son CA à l'international et connaît une croissance organique de plus de 10%.
MGI s’impose comme un acteur incontournable au travers d’un portefeuille de plus d'un millier de clients positionnés sur des secteurs diversifiés : professionnels des industries graphiques, grands comptes et administrations, industriels de la carte plastique, sociétés de packaging, laboratoires photo, etc...
S’appuyant sur une expertise technologique historiquement reconnue, MGI a reçu récemment 2 labels Bpifrance/OSEO «Excellence» et «Entreprise Innovante».
En 2013, MGI a été aussi récompensée par 3 prix internationaux dont l'InterTech Technology Award (USA), l'Oscar de l'Emballage (France) et le trophée CAP'TRONIC (France).
 
Sites MGI :
FRANCE : Siège mondial de MGI et dessert la France, l'Europe, le Moyen Orient, l'Afrique et la Russie.
 
ETATS UNIS : Filiale installée en Floride et dessert l'ensemble du continent américain (Canada, Amérique du Nord, Centrale et du Sud) et les Caraïbes.
 
ASIE PACIFIQUE : Bureau installé à Singapour et dessert le continent Asiatique et la zone du Pacifique.
 
Nos filiales :
MGI CERADROP (Limoges)
CERADROP est spécialisée dans la conception et la commercialisation d’équipements professionnels d’impression jet d’encre pour l’électronique imprimée (Printed Electronics) et l'impression intelligente en 3D.
 
KÖRA-PACKMAT (Villingendorf)
Filiale allemande spécialisée dans la fabrication d'ensembles mécaniques de haute précision.",
13128,FONCIA,,,,14,"Acteur innovant du secteur immobilier d'habitation, FONCIA est résolument orienté vers le conseil et la valorisation du patrimoine de ses clients et propose un package de services attractifs et novateurs (gestion de copropriété 24h/24, gestion locative, Property Management résidentiel et tertiaire, location, vente, achat, estimation, assurance, diagnostics techniques, courtage énergétique…)

Ethique, transparence, fiabilité, proactivité, engagement et performance sont les valeurs fortes qui animent les 8 500 collaborateurs du groupe. 

Vous recherchez un véritable défi professionnel, un poste enrichissant et captivant ? Vous avez la volonté de vous inscrire sur un métier qui sera un véritable tremplin d'évolution au sein du Groupe ? 

Venez vivre l'expérience FONCIA ! Partageons l'aventure ensemble ! ",
13142,A A Canada,,,,2,Agriculture et Agroalimentaire Canada d'Ottawa pour tous est le premier service ayant une expérience reconnue dans le secteur de l'agriculture.,
13150,Lemon Way,,,,6,"Lemon Way, 1ère FinTech française, est un établissement de paiement agréé, spécialisé dans la nouvelle économie.

Lemon Way collecte les paiements des clients des sites internet de la nouvelle économie : plateformes de financement participatif (crowdfunding), de l’économie du partage, des places de marché et des e-commerçants. Lemon Way assure la lutte contre la fraude et sécurise les opérations de ses clients.

Lemon Way a obtenu une licence d’Établissement de Paiement fin 2012 auprès de l’Autorité de Contrôle Prudentiel et de Résolution et bénéficie du « passeport financier » dans 29 pays. 

Venez grandir avec nous au siège de Lemon Way !
- Rejoignez une équipe de 80+ collaborateurs hyper-motivés dans une entreprise qui double son chiffre d’affaires chaque année
- Ayez un impact positif sur le monde, et soyez au cœur de la nouvelle économie, tout en façonnant l’avenir des paiements
- Prenez part à une aventure humaine permettant l’épanouissement des talents
- Travaillez dans un environnement Tech, construit autour des solutions de pointe et innovantes
- Profitez de nos bureaux de 1200m2, à seulement 10 minutes de Paris
- Café gratuit, places de parking réservées, cuisine entièrement équipée, PS4 et FIFA, table de ping-pong, afterworks, soirée foot en salle, yoga ou boxe…",
13151,CTS GLOBAL SERVICES,,,,15,"Issue d'un regroupement des Bureaux d'Etudes de PME industrielles, CTS intervient sur l'ensemble du cycle de vie des projets de ses partenaires et clients.
CTS s'appuie sur des équipes mobiles et structurées dotées de solides compétences en ingénierie mécanique électrique et électronique, process industriel, gestion de projet et systèmes d'informations. Forgé par son expérience au sein de grands programmes industriels, et à l'épreuve de la réactivité nécessaire des PME en ingénierie et production, le groupe est capable de répondre aux besoins de ses clients en solutions globales.
CTS a pour vocation de rassembler l'ensemble des compétences indispensables à la réalisation de programmes de grande envergure aussi bien sur le territoire français qu'à l'international.
Nous intervenons au travers de nos équipes auprès des grands donneurs d'ordres dans les domaines de l'Energie, l'Aéronautique, l'automobile, Informatique et Telecom sur des programmes variés.
Notre pool de savoir-faire technique nous permet de contribuer à nos besoins clients dans des délais très limités, la satisfaction client et la réussite de nos prestations en sont aujourd'hui notre plus belle preuve.",
13156,playmoweb,,,,17,"playmoweb est une agence spécialisée dans le développement d'applications Android et iOS multi-devices. 

Nous avons dans nos références de grands comptes, des agences de communication, des collectivités mais aussi des start-ups. 

L'entreprise compte 5 personnes avec des compétences multiples (développeur Android, iOS (natif), JS, Unity) et espère se renforcer avec de nouveaux collaborateurs au court de l'année 2018.

En parallèle, nous concevons une nouvelle solution qui nécessite très rapidement de nouveaux bras ! C'est pour cela, que nous comptons sur toi !

L'environnement de travail : Centre ville d'Angers dans des nouveaux bureaux. ",
13157,Marine Harvest,,,,2,"Le groupe norvégien MARINE HARVEST se positionne comme un leader international dans le secteur des produits de la mer. Présent dans les principaux pays producteurs (notamment Norvège, Ecosse et Irlande), l’entreprise se positionne aujourd’hui comme le plus gros intervenant mondial de l’élevage de saumon. Marine Harvest assure également la transformation et la distribution de ses gammes de poissons blancs et de saumons dans le monde entier. Leader sur le marché français, le groupe s’appuie sur 5 usines situées au plus proche des grands ports de pêches français dans les Hauts de France et la Bretagne.",
13158,French Bureau,,,,8,"Le saviez-vous ?

Le secteur de BTP représente près des ¾ des déchets produits en France. Rien qu’en Ile-de-France, la rénovation de bâtiment génère 18.000 tonnes de déchets chaque jour ! La collecte des déchets non-dangereux est un marché à 3 Mds d’euros.

La gestion des déchets de chantier revient à l'entrepreneur-artisan, ce qui alourdit leur quotidien. Entre les chantiers, les activités administratives et la gestion des relations client, gérer les déchets est une perte de temps (passé sur l’évacuation, le trajet vers la déchèterie...) et parfois une perte d’argent (ne pas avoir une facture correcte, ne pas avoir les meilleurs tarifs à la déchèterie...).

Nous avons créé la startup Les Ripeurs pour offrir (enfin) aux professionnels du bâtiment une solution simple, pratique et écologique pour gérer les déchets de leurs chantiers !

Aujourd'hui, nous sommes à la recherche d'une personne pour être brad droit de l'équipe co-fondateur. Stage conventionné min. 6 mois, avec la possibilité de transformer en CDD / CDI après.


Le projet

Les Ripeurs du Bâtiment collecte les déchets non-dangereux (sacs de gravats, bois, objets encombrants…) à la demande, sur les chantiers, pour les artisans et entreprises du bâtiment.

Ce projet a été lancé par French Bureau, agence d’innovation et startup studio, après des mois d’études du marché, d’enquête terrain et du pré-test avec les utilisateurs cibles. Aujourd’hui, Les Ripeurs, c’est :

- une application mobile stylée

- les premiers clients contents du service

- une croissance soutenue

- Un partenariat stratégique conclu avec un acteur majeur du secteur pour soutenir l’acquisition client et le développement commercial du service",
13159,Blancom,,,,19,"Cette entreprise a été créé il y a 4 ans par son actuel PDG. Son siège est implanté à Perpignan et elle est l’une des leaders de l’affichage « communication permanente » dans son secteur en pleine expansion.  
Son axe de développement se situe sur l’ensemble de l'Occitanie (de Perpignan à Biarritz), avec une grande priorité sur les Depts: 11 / 64 / 65 / 66.  
Sa philosophie est de proposer des emplacements de qualité sur du mobilier traditionnel et mobilier urbain haut de gamme, en formats 2, 4 et 8 m² fixe ou mobile. 
 
Pour accroître son développement, elle renforce son équipe et recrute un-e Commercial-e disponible rapidement.
",
13161,Oresys,,,,9,"Avec 320 collaborateurs en France, ORESYS est aujourd’hui l’une des toutes premières sociétés de conseil indépendante et généraliste dans le conseil en management, en organisation et systèmes d’information, spécialistes de l’accompagnement des projets de transformation.

Cabinet indépendant depuis 1981, nous sommes implantés à Paris, Lyon, Nantes, Lille, Marseille, Toulouse et Lausanne.

Présents dans tous les secteurs économiques et partenaires solides des directions métiers et fonctionnelles, nous accompagnons nos clients sur:

- La conduite de leurs projets de transformation
- Le pilotage de leurs activités
- L’amélioration de la performance

Auprès de nos clients, nos consultants s’engagent sur toutes les dimensions – organisation et processus, systèmes d’information, conduite du changement – en mobilisant leurs compétences et expériences ainsi que les méthodes et outils innovants développés par Oresys.

Ce qui fait la différence chez Oresys : 

ORESYS est une entreprise agile qui cultive le principe de hiérarchie plate et encourage la prise de responsabilités: pas de grade, pas de parcours prédéfini ni de promotion automatique. Chacun avance à son rythme, s’investit dans ce qui l’intéresse et a l’opportunité s’il le souhaite de prendre de réelles responsabilités rapidement. ORESYS est une société d'intrapreunariat, qui encourage et soutient l’innovation au quotidien.

Cette liberté personnelle d’investissement et d’engagement sur les sujets qui comptent pour chacun, associée à un environnement stimulant mais bienveillant, propose un cadre très favorable à l’épanouissement professionnel et personnel.",
13162,Tech'Firm,,,,9,"Tech’Firm est une société suisse basée à Genève. Nous délivrons des solutions dans le domaine de l’industrie et de l’IT sur le marché suisse comme à l’international. Découvrez l’ensemble des branches du groupe :
Tech'Firm Industrial Services
Tech'Firm Information Systems
Tech'Firm International

A bientôt plus de 20 ans, notre société compte plus de 150 salariés et une progression forte depuis ces dernières années.

Nous proposons à nos clients des services complémentaires : workpackages, projets, consulting et recrutemetn, et à nos collaborateurs un quotidien challenging, enjoué et respectueux.

Découvrez nous sur www.techfirm.ch

Tech'Firm
Delivering with happiness",
13165,GRANDIR,,,,9,"Pionniers de la profession, Les Petits Chaperons Rouges et le groupe Grandir sont aujourd'hui un acteur de référence dans le secteur des crèches privées. Nos 3500 collaborateurs n'ont qu'une raison d'être : « Contribuer, pas à pas, à l'éveil d'une génération ! » ",
13167,Klaxit,,,,16,"Klaxit, la startup du covoiturage quotidien

Notre mission est simple : ré-enchanter les trajets quotidiens de millions de personnes qui vont chaque jour au travail.

Grâce à ses 100 entreprises partenaires (Renault, Crédit Agricole, Veolia, etc) et plus de 100.000 trajets proposés tous les jours sur la plateforme, Klaxit est aujourd'hui le plus grand réseau de covoiturage domicile-travail de France. Nous venons de lever auprès de RATP et Via ID (Drivy, Heetch, Smoove) avec pour ambition d'étendre notre réseau de covoiturage quotidien sur l'ensemble du territoire français, puis à l'international.

Pour encore accélérer notre croissance de 15% par semaine, nous recherchons les meilleurs dans tous les domaines. Notre mantra interne : « il n’y a pas de problème, que des solutions ! ».",
13171,ITW Bailly Comte,,,,15,La société ITW Bailly Comte est spécialisée dans la conception et la fabrication de pièces techniques en plastique destinées aux constructeurs et équipementiers automobiles mondiaux. ,
13172,distri partner,,,,10,"Cabinet de Conseil de Recrutement spécialiste des métiers de la vente, recrute pour son client 

",
13173,Talent & Office Manager,,,,17,"Créée en avril 2016 par Edouard Nattée (HEC/Bain/Amazon/DG France de Westwing), foxintelligence produit l’application en forte croissance cleanfox.io qui permet aujourd’hui à plus d’un million d’utilisateurs en France et en Europe de nettoyer leur boîte mail et de faire un geste pour l’environnement en réduisant leur part dans la pollution numérique. 

L’activité B2B de foxintelligence se concentre sur le Big Data, le traitement statistique et analytique (plus de détails en entretien). foxintelligence est soutenue par de nombreux investisseurs parmi eux Partech, Daphni, Kima Ventures ou encore Global Founders Capital.

L’équipe se compose de 21 personnes, les bureaux chaleureux de 350 m2 sont localisés dans le quartier en mutation de Strasbourg Saint­Denis, Paris 10e.",
13174,HUMAN PARTNER,,,,6,"Créé en 2005, Chateaudun Crédit est devenu le premier courtier en affacturage de France et un acteur majeur du courtage en assurance crédit. Chateaudun intervient pour conseiller un nombre croissant d’entreprises et de grands Groupes dans le financement de bas de bilans.

Avec 3 milliards d’euros de financements négociés, une activité dans plus de 20 pays, la société compte aujourd’hui une vingtaine de personnes et offre de belles perspectives de croissance en France et à l’international.",
13175,agap2 IT,,,,17,,
13182,NEXT ONE ,,,,19,"Avec 25 000 panneaux installés dans 120 villes de France, Next One est aujourd’hui le leader de l’affichage indoor. 

En 17 ans, Next One est aussi devenu le spécialiste de la publicité dans les toilettes. 

L’entreprise orchestre plus de 800 campagnes par an pour des annonceurs prestigieux, dans tous les secteurs.

La raison de ce succès : le réseau Next One offre à la fois la proximité d’un média tactique et la puissance d’un vrai réseau d’affichage.",
13183,Joe&Avrels,,,,2,"Joe&Avrels c’est quoi ? Une marque d’épicerie fine africaine haut de gamme créée il y a un an et demi par trois fondatrices surmotivées et incubée HEC. 
",
